0,00E+00	0,00E+00
5,47E-02	-3,72E-02
6,25E-02	-4,19E-02
7,03E-02	-4,78E-02
1,02E-01	-6,43E-02
1,72E-01	-1,02E-01
2,81E-01	-1,57E-01
4,53E-01	-2,11E-01
5,00E-01	-2,06E-01
6,17E-01	-1,36E-01
7,34E-01	3,32E-03
8,52E-01	2,32E-01
9,53E-01	6,87E-01
9,61E-01	7,37E-01
9,69E-01	7,89E-01
9,77E-01	8,41E-01
1,00E+00	1,00E+00
